ligandsfile targetlist
C01925.mol2 1F9Y
C01926.mol2 1F9Y
C01927.mol2 1F9Y
C01929.mol2 1F9Y
C01930.mol2 1F9Y
C01933.mol2 1F9Y
C01934.mol2 1F9Y
C01936.mol2 1F9Y
C01937.mol2 1F9Y
C01938.mol2 1F9Y
C01941.mol2 1F9Y
C01942.mol2 1F9Y
C01943.mol2 1F9Y
C01944.mol2 1F9Y
C01945.mol2 1F9Y
C01946.mol2 1F9Y
C01948.mol2 1F9Y
C01949.mol2 1F9Y
C01950.mol2 1F9Y
C01951.mol2 1F9Y
C01952.mol2 1F9Y
C01953.mol2 1F9Y
C01956.mol2 1F9Y
C01957.mol2 1F9Y
C01959.mol2 1F9Y
C01961.mol2 1F9Y
C01962.mol2 1F9Y
C01963.mol2 1F9Y
C01964.mol2 1F9Y
C01965.mol2 1F9Y
C01967.mol2 1F9Y
C01968.mol2 1F9Y
C01969.mol2 1F9Y
C01970.mol2 1F9Y
C01971.mol2 1F9Y
C01982.mol2 1F9Y
C01983.mol2 1F9Y
C01984.mol2 1F9Y
C01986.mol2 1F9Y
C01987.mol2 1F9Y
C01988.mol2 1F9Y
C01989.mol2 1F9Y
C01990.mol2 1F9Y
C01993.mol2 1F9Y
C01995.mol2 1F9Y
C01996.mol2 1F9Y
C01998.mol2 1F9Y
C02001.mol2 1F9Y
C02004.mol2 1F9Y
C02006.mol2 1F9Y
C02007.mol2 1F9Y
C02008.mol2 1F9Y
C02009.mol2 1F9Y
C02010.mol2 1F9Y
C02013.mol2 1F9Y
C02015.mol2 1F9Y
C02018.mol2 1F9Y
C02019.mol2 1F9Y
C02020.mol2 1F9Y
C02022.mol2 1F9Y
C02024.mol2 1F9Y
C02026.mol2 1F9Y
C02028.mol2 1F9Y
C02029.mol2 1F9Y
C02030.mol2 1F9Y
C02033.mol2 1F9Y
C02034.mol2 1F9Y
C02035.mol2 1F9Y
C02037.mol2 1F9Y
C02040.mol2 1F9Y
C02041.mol2 1F9Y
C02043.mol2 1F9Y
C02045.mol2 1F9Y
C02046.mol2 1F9Y
C02048.mol2 1F9Y
C02050.mol2 1F9Y
C02052.mol2 1F9Y
C02057.mol2 1F9Y
C02059.mol2 1F9Y
C02060.mol2 1F9Y
C02061.mol2 1F9Y
C02064.mol2 1F9Y
C02066.mol2 1F9Y
C02067.mol2 1F9Y
C02072.mol2 1F9Y
C02074.mol2 1F9Y
C02076.mol2 1F9Y
C02077.mol2 1F9Y
C02078.mol2 1F9Y
C02079.mol2 1F9Y
C02080.mol2 1F9Y
C02081.mol2 1F9Y
C02083.mol2 1F9Y
C02084.mol2 1F9Y
C02086.mol2 1F9Y
C02087.mol2 1F9Y
C02088.mol2 1F9Y
C02090.mol2 1F9Y
C02091.mol2 1F9Y
C02094.mol2 1F9Y
C02095.mol2 1F9Y
C02096.mol2 1F9Y
C02097.mol2 1F9Y
C02099.mol2 1F9Y
C02104.mol2 1F9Y
C02105.mol2 1F9Y
C02106.mol2 1F9Y
C02107.mol2 1F9Y
C02108.mol2 1F9Y
C02110.mol2 1F9Y
C02115.mol2 1F9Y
C02116.mol2 1F9Y
C02117.mol2 1F9Y
C02122.mol2 1F9Y
C02123.mol2 1F9Y
C02124.mol2 1F9Y
C02126.mol2 1F9Y
C02127.mol2 1F9Y
C02129.mol2 1F9Y
C02130.mol2 1F9Y
C02131.mol2 1F9Y
C02132.mol2 1F9Y
C02134.mol2 1F9Y
C02135.mol2 1F9Y
C02136.mol2 1F9Y
C02137.mol2 1F9Y
C02138.mol2 1F9Y
C02140.mol2 1F9Y
C02141.mol2 1F9Y
C02143.mol2 1F9Y
C02147.mol2 1F9Y
C02150.mol2 1F9Y
C02151.mol2 1F9Y
C02153.mol2 1F9Y
C02154.mol2 1F9Y
C02155.mol2 1F9Y
C02159.mol2 1F9Y
C02160.mol2 1F9Y
C02161.mol2 1F9Y
C02162.mol2 1F9Y
C02165.mol2 1F9Y
C02166.mol2 1F9Y
C02167.mol2 1F9Y
C02168.mol2 1F9Y
C02170.mol2 1F9Y
C02172.mol2 1F9Y
C02180.mol2 1F9Y
C02181.mol2 1F9Y
C02183.mol2 1F9Y
C02184.mol2 1F9Y
C02185.mol2 1F9Y
C02191.mol2 1F9Y
C02193.mol2 1F9Y
C02195.mol2 1F9Y
C02197.mol2 1F9Y
C02198.mol2 1F9Y
C02199.mol2 1F9Y
C02200.mol2 1F9Y
C02201.mol2 1F9Y
C02202.mol2 1F9Y
C02203.mol2 1F9Y
C02204.mol2 1F9Y
C02205.mol2 1F9Y
C02206.mol2 1F9Y
C02207.mol2 1F9Y
C02209.mol2 1F9Y
C02213.mol2 1F9Y
C02214.mol2 1F9Y
C02216.mol2 1F9Y
C02217.mol2 1F9Y
C02218.mol2 1F9Y
C02220.mol2 1F9Y
C02221.mol2 1F9Y
C02222.mol2 1F9Y
C02223.mol2 1F9Y
C02224.mol2 1F9Y
C02225.mol2 1F9Y
C02226.mol2 1F9Y
C02227.mol2 1F9Y
C02229.mol2 1F9Y
C02230.mol2 1F9Y
C02231.mol2 1F9Y
C02232.mol2 1F9Y
C02233.mol2 1F9Y
C02234.mol2 1F9Y
C02235.mol2 1F9Y
C02236.mol2 1F9Y
C02237.mol2 1F9Y
C02238.mol2 1F9Y
C02240.mol2 1F9Y
C02241.mol2 1F9Y
C02242.mol2 1F9Y
C02243.mol2 1F9Y
C02247.mol2 1F9Y
C02249.mol2 1F9Y
C02253.mol2 1F9Y
C02256.mol2 1F9Y
C02258.mol2 1F9Y
C02261.mol2 1F9Y
C02262.mol2 1F9Y
C02264.mol2 1F9Y
C02265.mol2 1F9Y
C02266.mol2 1F9Y
C02267.mol2 1F9Y
C02271.mol2 1F9Y
C02272.mol2 1F9Y
C02273.mol2 1F9Y
C02274.mol2 1F9Y
C02277.mol2 1F9Y
C02278.mol2 1F9Y
C02280.mol2 1F9Y
C02283.mol2 1F9Y
C02284.mol2 1F9Y
C02287.mol2 1F9Y
C02289.mol2 1F9Y
C02290.mol2 1F9Y
C02291.mol2 1F9Y
C02293.mol2 1F9Y
C02294.mol2 1F9Y
C02295.mol2 1F9Y
C02297.mol2 1F9Y
C02298.mol2 1F9Y
C02299.mol2 1F9Y
C02304.mol2 1F9Y
C02305.mol2 1F9Y
C02306.mol2 1F9Y
C02311.mol2 1F9Y
C02314.mol2 1F9Y
C02323.mol2 1F9Y
C02325.mol2 1F9Y
C02328.mol2 1F9Y
C02330.mol2 1F9Y
C02331.mol2 1F9Y
C02333.mol2 1F9Y
C02334.mol2 1F9Y
C02335.mol2 1F9Y
C02336.mol2 1F9Y
C02338.mol2 1F9Y
C02341.mol2 1F9Y
C02343.mol2 1F9Y
C02344.mol2 1F9Y
C02345.mol2 1F9Y
C02348.mol2 1F9Y
C02350.mol2 1F9Y
C02351.mol2 1F9Y
C02353.mol2 1F9Y
C02354.mol2 1F9Y
C02355.mol2 1F9Y
C02356.mol2 1F9Y
C02357.mol2 1F9Y
C02359.mol2 1F9Y
C02360.mol2 1F9Y
C02362.mol2 1F9Y
C02363.mol2 1F9Y
C02364.mol2 1F9Y
C02366.mol2 1F9Y
C02367.mol2 1F9Y
C02370.mol2 1F9Y
C02371.mol2 1F9Y
C02372.mol2 1F9Y
C02373.mol2 1F9Y
C02375.mol2 1F9Y
C02376.mol2 1F9Y
C02378.mol2 1F9Y
C02379.mol2 1F9Y
C02380.mol2 1F9Y
C02381.mol2 1F9Y
C02385.mol2 1F9Y
C02389.mol2 1F9Y
C02390.mol2 1F9Y
C02394.mol2 1F9Y
C02395.mol2 1F9Y
C02400.mol2 1F9Y
C02405.mol2 1F9Y
C02411.mol2 1F9Y
C02413.mol2 1F9Y
C02419.mol2 1F9Y
C02420.mol2 1F9Y
C02421.mol2 1F9Y
C02426.mol2 1F9Y
C02427.mol2 1F9Y
C02431.mol2 1F9Y
C02441.mol2 1F9Y
C02442.mol2 1F9Y
C02445.mol2 1F9Y
C02451.mol2 1F9Y
C02452.mol2 1F9Y
C02453.mol2 1F9Y
C02454.mol2 1F9Y
C02455.mol2 1F9Y
C02457.mol2 1F9Y
C02462.mol2 1F9Y
C02463.mol2 1F9Y
C02465.mol2 1F9Y
C02466.mol2 1F9Y
C02467.mol2 1F9Y
C02469.mol2 1F9Y
C02470.mol2 1F9Y
C02476.mol2 1F9Y
C02477.mol2 1F9Y
C02479.mol2 1F9Y
C02480.mol2 1F9Y
C02483.mol2 1F9Y
C02484.mol2 1F9Y
C02485.mol2 1F9Y
C02486.mol2 1F9Y
C02487.mol2 1F9Y
C02488.mol2 1F9Y
C02493.mol2 1F9Y
C02494.mol2 1F9Y
C02495.mol2 1F9Y
C02496.mol2 1F9Y
C02497.mol2 1F9Y
C02498.mol2 1F9Y
C02499.mol2 1F9Y
C02500.mol2 1F9Y
C02501.mol2 1F9Y
C02502.mol2 1F9Y
C02504.mol2 1F9Y
C02505.mol2 1F9Y
C02507.mol2 1F9Y
C02509.mol2 1F9Y
C02512.mol2 1F9Y
C02513.mol2 1F9Y
C02514.mol2 1F9Y
C02515.mol2 1F9Y
C02516.mol2 1F9Y
C02517.mol2 1F9Y
C02518.mol2 1F9Y
C02519.mol2 1F9Y
C02522.mol2 1F9Y
C02526.mol2 1F9Y
C02527.mol2 1F9Y
C02528.mol2 1F9Y
C02532.mol2 1F9Y
C02533.mol2 1F9Y
C02536.mol2 1F9Y
C02537.mol2 1F9Y
C02538.mol2 1F9Y
C02539.mol2 1F9Y
C02543.mol2 1F9Y
C02548.mol2 1F9Y
C02549.mol2 1F9Y
C02555.mol2 1F9Y
C02557.mol2 1F9Y
C02558.mol2 1F9Y
C02560.mol2 1F9Y
C02564.mol2 1F9Y
C02565.mol2 1F9Y
C02567.mol2 1F9Y
C02569.mol2 1F9Y
C02571.mol2 1F9Y
C02572.mol2 1F9Y
C02574.mol2 1F9Y
C02575.mol2 1F9Y
C02576.mol2 1F9Y
C02577.mol2 1F9Y
C02578.mol2 1F9Y
C02581.mol2 1F9Y
C02587.mol2 1F9Y
C02588.mol2 1F9Y
C02590.mol2 1F9Y
C02591.mol2 1F9Y
C02592.mol2 1F9Y
C02593.mol2 1F9Y
C02595.mol2 1F9Y
C02596.mol2 1F9Y
C02604.mol2 1F9Y
C02611.mol2 1F9Y
C02612.mol2 1F9Y
C02614.mol2 1F9Y
C02615.mol2 1F9Y
C02617.mol2 1F9Y
C02621.mol2 1F9Y
C02624.mol2 1F9Y
C02625.mol2 1F9Y
C02627.mol2 1F9Y
C02628.mol2 1F9Y
C02630.mol2 1F9Y
C02631.mol2 1F9Y
C02632.mol2 1F9Y
C02633.mol2 1F9Y
C02634.mol2 1F9Y
C02635.mol2 1F9Y
C02636.mol2 1F9Y
C02637.mol2 1F9Y
C02638.mol2 1F9Y
C02639.mol2 1F9Y
C02640.mol2 1F9Y
C02642.mol2 1F9Y
C02645.mol2 1F9Y
C02646.mol2 1F9Y
C02647.mol2 1F9Y
C02648.mol2 1F9Y
C02652.mol2 1F9Y
C02655.mol2 1F9Y
C02656.mol2 1F9Y
C02657.mol2 1F9Y
C02658.mol2 1F9Y
C02659.mol2 1F9Y
C02660.mol2 1F9Y
C02661.mol2 1F9Y
C02666.mol2 1F9Y
C02669.mol2 1F9Y
C02670.mol2 1F9Y
C02673.mol2 1F9Y
C02674.mol2 1F9Y
C02675.mol2 1F9Y
C02678.mol2 1F9Y
C02679.mol2 1F9Y
C02681.mol2 1F9Y
C02691.mol2 1F9Y
C02692.mol2 1F9Y
C02693.mol2 1F9Y
C02700.mol2 1F9Y
C02703.mol2 1F9Y
C02704.mol2 1F9Y
C02705.mol2 1F9Y
C02709.mol2 1F9Y
C02710.mol2 1F9Y
C02711.mol2 1F9Y
C02712.mol2 1F9Y
C02713.mol2 1F9Y
C02714.mol2 1F9Y
C02717.mol2 1F9Y
C02718.mol2 1F9Y
C02720.mol2 1F9Y
C02721.mol2 1F9Y
C02722.mol2 1F9Y
C02723.mol2 1F9Y
C02724.mol2 1F9Y
C02725.mol2 1F9Y
C02726.mol2 1F9Y
C02727.mol2 1F9Y
C02728.mol2 1F9Y
C02730.mol2 1F9Y
C02734.mol2 1F9Y
C02735.mol2 1F9Y
C02739.mol2 1F9Y
C02740.mol2 1F9Y
C02741.mol2 1F9Y
C02744.mol2 1F9Y
C02747.mol2 1F9Y
C02750.mol2 1F9Y
C02752.mol2 1F9Y
C02753.mol2 1F9Y
C02759.mol2 1F9Y
C02763.mol2 1F9Y
C02765.mol2 1F9Y
C02766.mol2 1F9Y
C02771.mol2 1F9Y
C02774.mol2 1F9Y
C02775.mol2 1F9Y
C02777.mol2 1F9Y
C02778.mol2 1F9Y
C02779.mol2 1F9Y
C02780.mol2 1F9Y
C02781.mol2 1F9Y
C02782.mol2 1F9Y
C02783.mol2 1F9Y
C02784.mol2 1F9Y
C02785.mol2 1F9Y
C02787.mol2 1F9Y
C02788.mol2 1F9Y
C02791.mol2 1F9Y
C02792.mol2 1F9Y
C02793.mol2 1F9Y
C02794.mol2 1F9Y
C02796.mol2 1F9Y
C02797.mol2 1F9Y
C02798.mol2 1F9Y
C02800.mol2 1F9Y
C02801.mol2 1F9Y
C02802.mol2 1F9Y
C02803.mol2 1F9Y
C02804.mol2 1F9Y
C02806.mol2 1F9Y
C02807.mol2 1F9Y
C02808.mol2 1F9Y
C02809.mol2 1F9Y
C02810.mol2 1F9Y
C02811.mol2 1F9Y
C02812.mol2 1F9Y
C02814.mol2 1F9Y
C02817.mol2 1F9Y
C02821.mol2 1F9Y
C02822.mol2 1F9Y
C02824.mol2 1F9Y
C02825.mol2 1F9Y
C02827.mol2 1F9Y
C02828.mol2 1F9Y
C02835.mol2 1F9Y
C02837.mol2 1F9Y
C02838.mol2 1F9Y
C02843.mol2 1F9Y
C02845.mol2 1F9Y
C02846.mol2 1F9Y
C02852.mol2 1F9Y
C02854.mol2 1F9Y
C02855.mol2 1F9Y
C02856.mol2 1F9Y
C02862.mol2 1F9Y
C02864.mol2 1F9Y
C02866.mol2 1F9Y
C02868.mol2 1F9Y
C02876.mol2 1F9Y
C02883.mol2 1F9Y
C02884.mol2 1F9Y
C02886.mol2 1F9Y
C02887.mol2 1F9Y
C02888.mol2 1F9Y
C02890.mol2 1F9Y
C02892.mol2 1F9Y
C02893.mol2 1F9Y
C02894.mol2 1F9Y
C02895.mol2 1F9Y
C02896.mol2 1F9Y
C02899.mol2 1F9Y
C02903.mol2 1F9Y
C02904.mol2 1F9Y
C02906.mol2 1F9Y
C02909.mol2 1F9Y
C02911.mol2 1F9Y
C02912.mol2 1F9Y
C02914.mol2 1F9Y
C02915.mol2 1F9Y
C02916.mol2 1F9Y
C02917.mol2 1F9Y
C02918.mol2 1F9Y
C02919.mol2 1F9Y
C02920.mol2 1F9Y
C02921.mol2 1F9Y
C02922.mol2 1F9Y
C02923.mol2 1F9Y
C02924.mol2 1F9Y
C02926.mol2 1F9Y
C02927.mol2 1F9Y
C02928.mol2 1F9Y
C02930.mol2 1F9Y
C02932.mol2 1F9Y
C02933.mol2 1F9Y
C02934.mol2 1F9Y
C02937.mol2 1F9Y
C02938.mol2 1F9Y
C02939.mol2 1F9Y
C02940.mol2 1F9Y
C02941.mol2 1F9Y
C02942.mol2 1F9Y
C02943.mol2 1F9Y
C02944.mol2 1F9Y
C02945.mol2 1F9Y
C02946.mol2 1F9Y
C02947.mol2 1F9Y
C02948.mol2 1F9Y
C02949.mol2 1F9Y
C02951.mol2 1F9Y
C02952.mol2 1F9Y
C02953.mol2 1F9Y
C02954.mol2 1F9Y
C02956.mol2 1F9Y
C02957.mol2 1F9Y
C02961.mol2 1F9Y
C02962.mol2 1F9Y
C02964.mol2 1F9Y
C02965.mol2 1F9Y
C02970.mol2 1F9Y
C02975.mol2 1F9Y
C02976.mol2 1F9Y
C02977.mol2 1F9Y
C02979.mol2 1F9Y
C02980.mol2 1F9Y
C02983.mol2 1F9Y
C02985.mol2 1F9Y
C02989.mol2 1F9Y
C02990.mol2 1F9Y
C02991.mol2 1F9Y
C02993.mol2 1F9Y
C02994.mol2 1F9Y
C02995.mol2 1F9Y
C02996.mol2 1F9Y
C02997.mol2 1F9Y
C02999.mol2 1F9Y
C03001.mol2 1F9Y
C03002.mol2 1F9Y
C03003.mol2 1F9Y
C03004.mol2 1F9Y
C03005.mol2 1F9Y
C03007.mol2 1F9Y
C03009.mol2 1F9Y
C03010.mol2 1F9Y
C03012.mol2 1F9Y
C03015.mol2 1F9Y
C03017.mol2 1F9Y
C03019.mol2 1F9Y
C03027.mol2 1F9Y
C03028.mol2 1F9Y
C03030.mol2 1F9Y
C03031.mol2 1F9Y
C03032.mol2 1F9Y
C03034.mol2 1F9Y
C03035.mol2 1F9Y
C03037.mol2 1F9Y
C03039.mol2 1F9Y
C03042.mol2 1F9Y
C03043.mol2 1F9Y
C03044.mol2 1F9Y
C03045.mol2 1F9Y
C03046.mol2 1F9Y
C03047.mol2 1F9Y
C03049.mol2 1F9Y
C03050.mol2 1F9Y
C03051.mol2 1F9Y
C03052.mol2 1F9Y
C03056.mol2 1F9Y
C03057.mol2 1F9Y
C03058.mol2 1F9Y
C03059.mol2 1F9Y
C03062.mol2 1F9Y
C03063.mol2 1F9Y
C03064.mol2 1F9Y
C03065.mol2 1F9Y
C03066.mol2 1F9Y
C03067.mol2 1F9Y
C03068.mol2 1F9Y
C03069.mol2 1F9Y
C03070.mol2 1F9Y
C03071.mol2 1F9Y
C03072.mol2 1F9Y
C03074.mol2 1F9Y
C03076.mol2 1F9Y
C03077.mol2 1F9Y
C03078.mol2 1F9Y
C03079.mol2 1F9Y
C03080.mol2 1F9Y
C03081.mol2 1F9Y
C03082.mol2 1F9Y
C03087.mol2 1F9Y
C03088.mol2 1F9Y
C03089.mol2 1F9Y
C03090.mol2 1F9Y
C03091.mol2 1F9Y
C03092.mol2 1F9Y
C03093.mol2 1F9Y
C03096.mol2 1F9Y
C03097.mol2 1F9Y
C03098.mol2 1F9Y
C03103.mol2 1F9Y
C03104.mol2 1F9Y
C03107.mol2 1F9Y
C03108.mol2 1F9Y
C03109.mol2 1F9Y
C03112.mol2 1F9Y
C03113.mol2 1F9Y
C03114.mol2 1F9Y
C03115.mol2 1F9Y
C03117.mol2 1F9Y
C03121.mol2 1F9Y
C03124.mol2 1F9Y
C03126.mol2 1F9Y
C03134.mol2 1F9Y
C03136.mol2 1F9Y
C03137.mol2 1F9Y
C03139.mol2 1F9Y
C03140.mol2 1F9Y
C03141.mol2 1F9Y
C03142.mol2 1F9Y
C03145.mol2 1F9Y
C03146.mol2 1F9Y
C03147.mol2 1F9Y
C03149.mol2 1F9Y
C03150.mol2 1F9Y
C03153.mol2 1F9Y
C03154.mol2 1F9Y
C03156.mol2 1F9Y
C03160.mol2 1F9Y
C03164.mol2 1F9Y
C03166.mol2 1F9Y
C03167.mol2 1F9Y
C03169.mol2 1F9Y
C03170.mol2 1F9Y
C03172.mol2 1F9Y
C03173.mol2 1F9Y
C03174.mol2 1F9Y
C03175.mol2 1F9Y
C03176.mol2 1F9Y
C03177.mol2 1F9Y
C03178.mol2 1F9Y
C03183.mol2 1F9Y
C03187.mol2 1F9Y
C03188.mol2 1F9Y
C03189.mol2 1F9Y
C03190.mol2 1F9Y
C03194.mol2 1F9Y
C03195.mol2 1F9Y
C03196.mol2 1F9Y
C03197.mol2 1F9Y
C03198.mol2 1F9Y
C03199.mol2 1F9Y
C03200.mol2 1F9Y
C03203.mol2 1F9Y
C03204.mol2 1F9Y
C03205.mol2 1F9Y
C03206.mol2 1F9Y
C03207.mol2 1F9Y
C03209.mol2 1F9Y
C03210.mol2 1F9Y
C03212.mol2 1F9Y
C03214.mol2 1F9Y
C03215.mol2 1F9Y
C03217.mol2 1F9Y
C03218.mol2 1F9Y
C03219.mol2 1F9Y
C03220.mol2 1F9Y
C03221.mol2 1F9Y
C03223.mol2 1F9Y
C03224.mol2 1F9Y
C03225.mol2 1F9Y
C03226.mol2 1F9Y
C03227.mol2 1F9Y
C03228.mol2 1F9Y
C03230.mol2 1F9Y
C03231.mol2 1F9Y
C03232.mol2 1F9Y
C03233.mol2 1F9Y
C03235.mol2 1F9Y
C03237.mol2 1F9Y
C03238.mol2 1F9Y
C03239.mol2 1F9Y
C03240.mol2 1F9Y
C03241.mol2 1F9Y
C03242.mol2 1F9Y
C03243.mol2 1F9Y
C03246.mol2 1F9Y
C03248.mol2 1F9Y
C03251.mol2 1F9Y
C03256.mol2 1F9Y
C03263.mol2 1F9Y
C03264.mol2 1F9Y
C03267.mol2 1F9Y
C03268.mol2 1F9Y
C03269.mol2 1F9Y
C03273.mol2 1F9Y
C03274.mol2 1F9Y
C03277.mol2 1F9Y
C03279.mol2 1F9Y
C03280.mol2 1F9Y
C03281.mol2 1F9Y
C03283.mol2 1F9Y
C03284.mol2 1F9Y
C03287.mol2 1F9Y
C03289.mol2 1F9Y
C03290.mol2 1F9Y
C03291.mol2 1F9Y
C03292.mol2 1F9Y
C03293.mol2 1F9Y
C03296.mol2 1F9Y
C03298.mol2 1F9Y
C03299.mol2 1F9Y
C03300.mol2 1F9Y
C03305.mol2 1F9Y
C03309.mol2 1F9Y
C03311.mol2 1F9Y
C03312.mol2 1F9Y
C03313.mol2 1F9Y
C03314.mol2 1F9Y
C03319.mol2 1F9Y
C03325.mol2 1F9Y
C03326.mol2 1F9Y
C03328.mol2 1F9Y
C03329.mol2 1F9Y
C03338.mol2 1F9Y
C03339.mol2 1F9Y
C03340.mol2 1F9Y
C03341.mol2 1F9Y
C03342.mol2 1F9Y
C03343.mol2 1F9Y
C03344.mol2 1F9Y
C03345.mol2 1F9Y
C03347.mol2 1F9Y
C03348.mol2 1F9Y
C03349.mol2 1F9Y
C03351.mol2 1F9Y
C03352.mol2 1F9Y
C03354.mol2 1F9Y
C03356.mol2 1F9Y
C03357.mol2 1F9Y
C03359.mol2 1F9Y
C03360.mol2 1F9Y
C03365.mol2 1F9Y
C03366.mol2 1F9Y
C03367.mol2 1F9Y
C03368.mol2 1F9Y
C03373.mol2 1F9Y
C03374.mol2 1F9Y
C03375.mol2 1F9Y
C03383.mol2 1F9Y
C03384.mol2 1F9Y
C03387.mol2 1F9Y
C03392.mol2 1F9Y
C03393.mol2 1F9Y
C03394.mol2 1F9Y
C03401.mol2 1F9Y
C03404.mol2 1F9Y
C03406.mol2 1F9Y
C03408.mol2 1F9Y
C03409.mol2 1F9Y
C03410.mol2 1F9Y
C03411.mol2 1F9Y
C03413.mol2 1F9Y
C03414.mol2 1F9Y
C03415.mol2 1F9Y
C03416.mol2 1F9Y
C03417.mol2 1F9Y
C03422.mol2 1F9Y
C03423.mol2 1F9Y
C03425.mol2 1F9Y
C03427.mol2 1F9Y
C03428.mol2 1F9Y
C03430.mol2 1F9Y
C03431.mol2 1F9Y
C03433.mol2 1F9Y
C03434.mol2 1F9Y
C03440.mol2 1F9Y
C03441.mol2 1F9Y
C03442.mol2 1F9Y
C03443.mol2 1F9Y
C03448.mol2 1F9Y
C03450.mol2 1F9Y
C03451.mol2 1F9Y
C03453.mol2 1F9Y
C03455.mol2 1F9Y
C03458.mol2 1F9Y
C03459.mol2 1F9Y
C03460.mol2 1F9Y
C03461.mol2 1F9Y
C03462.mol2 1F9Y
C03465.mol2 1F9Y
C03466.mol2 1F9Y
C03467.mol2 1F9Y
C03470.mol2 1F9Y
C03473.mol2 1F9Y
C03474.mol2 1F9Y
C03476.mol2 1F9Y
C03479.mol2 1F9Y
C03483.mol2 1F9Y
C03485.mol2 1F9Y
C03486.mol2 1F9Y
C03492.mol2 1F9Y
C03493.mol2 1F9Y
C03494.mol2 1F9Y
C03495.mol2 1F9Y
C03499.mol2 1F9Y
C03500.mol2 1F9Y
C03502.mol2 1F9Y
C03503.mol2 1F9Y
C03505.mol2 1F9Y
C03506.mol2 1F9Y
C03508.mol2 1F9Y
C03509.mol2 1F9Y
C03510.mol2 1F9Y
C03514.mol2 1F9Y
C03515.mol2 1F9Y
C03519.mol2 1F9Y
C03521.mol2 1F9Y
C03522.mol2 1F9Y
C03524.mol2 1F9Y
C03525.mol2 1F9Y
C03526.mol2 1F9Y
C03527.mol2 1F9Y
C03536.mol2 1F9Y
C03537.mol2 1F9Y
C03539.mol2 1F9Y
C03541.mol2 1F9Y
C03542.mol2 1F9Y
C03543.mol2 1F9Y
C03546.mol2 1F9Y
C03547.mol2 1F9Y
C03548.mol2 1F9Y
C03549.mol2 1F9Y
C03557.mol2 1F9Y
C03561.mol2 1F9Y
C03564.mol2 1F9Y
C03567.mol2 1F9Y
C03568.mol2 1F9Y
C03569.mol2 1F9Y
C03570.mol2 1F9Y
C03571.mol2 1F9Y
C03572.mol2 1F9Y
C03574.mol2 1F9Y
C03575.mol2 1F9Y
C03576.mol2 1F9Y
C03577.mol2 1F9Y
C03579.mol2 1F9Y
C03580.mol2 1F9Y
C03582.mol2 1F9Y
C03584.mol2 1F9Y
C03585.mol2 1F9Y
C03586.mol2 1F9Y
C03588.mol2 1F9Y
C03589.mol2 1F9Y
C03590.mol2 1F9Y
C03591.mol2 1F9Y
C03592.mol2 1F9Y
C03594.mol2 1F9Y
C03595.mol2 1F9Y
C03598.mol2 1F9Y
C03599.mol2 1F9Y
C03600.mol2 1F9Y
C03601.mol2 1F9Y
C03604.mol2 1F9Y
C03606.mol2 1F9Y
C03614.mol2 1F9Y
C03618.mol2 1F9Y
C03619.mol2 1F9Y
C03621.mol2 1F9Y
C03622.mol2 1F9Y
C03623.mol2 1F9Y
C03624.mol2 1F9Y
C03626.mol2 1F9Y
C03629.mol2 1F9Y
C03630.mol2 1F9Y
C03634.mol2 1F9Y
C03640.mol2 1F9Y
C03641.mol2 1F9Y
C03642.mol2 1F9Y
C03646.mol2 1F9Y
C03647.mol2 1F9Y
C03648.mol2 1F9Y
C03651.mol2 1F9Y
C03652.mol2 1F9Y
C03654.mol2 1F9Y
C03656.mol2 1F9Y
C03657.mol2 1F9Y
C03659.mol2 1F9Y
C03660.mol2 1F9Y
C03661.mol2 1F9Y
C03662.mol2 1F9Y
C03663.mol2 1F9Y
C03664.mol2 1F9Y
C03665.mol2 1F9Y
C03666.mol2 1F9Y
C03668.mol2 1F9Y
C03671.mol2 1F9Y
C03672.mol2 1F9Y
C03673.mol2 1F9Y
C03676.mol2 1F9Y
C03677.mol2 1F9Y
C03678.mol2 1F9Y
C03679.mol2 1F9Y
C03680.mol2 1F9Y
C03681.mol2 1F9Y
C03682.mol2 1F9Y
C03683.mol2 1F9Y
C03684.mol2 1F9Y
C03685.mol2 1F9Y
C03686.mol2 1F9Y
C03687.mol2 1F9Y
C03690.mol2 1F9Y
C03691.mol2 1F9Y
C03693.mol2 1F9Y
C03698.mol2 1F9Y
C03703.mol2 1F9Y
C03708.mol2 1F9Y
C03709.mol2 1F9Y
C03710.mol2 1F9Y
C03711.mol2 1F9Y
C03712.mol2 1F9Y
C03716.mol2 1F9Y
C03717.mol2 1F9Y
C03719.mol2 1F9Y
C03722.mol2 1F9Y
C03724.mol2 1F9Y
C03725.mol2 1F9Y
C03727.mol2 1F9Y
C03731.mol2 1F9Y
C03733.mol2 1F9Y
C03734.mol2 1F9Y
C03735.mol2 1F9Y
C03736.mol2 1F9Y
C03737.mol2 1F9Y
C03738.mol2 1F9Y
C03739.mol2 1F9Y
C03741.mol2 1F9Y
C03742.mol2 1F9Y
C03743.mol2 1F9Y
C03747.mol2 1F9Y
C03748.mol2 1F9Y
C03750.mol2 1F9Y
C03752.mol2 1F9Y
C03753.mol2 1F9Y
C03754.mol2 1F9Y
C03755.mol2 1F9Y
C03757.mol2 1F9Y
C03758.mol2 1F9Y
C03761.mol2 1F9Y
C03762.mol2 1F9Y
C03764.mol2 1F9Y
C03765.mol2 1F9Y
C03766.mol2 1F9Y
